aeschne,Insecte,carn,"agrionidé,libellule",S3j1
aeschnidé,Insecte,carn,"tel agrionidé,libellule",S3j1
agapanthie,Insecte,végé,"cérambycidé,longicorne",S3j1
agélastique,Insecte,herb,"chrysomélidé,coléoptère",S3j1
agélène,Insecte,carn,"agélénidé,araignée",S3j1
ageniaspis,Insecte,suc,"chalcididé,hyménoptère",S3j1
agénie,Insecte,suc,"pompilidé,pompile noir",S3j1
aglaope,Insecte,suc,"zygénidé,papillon",S3j1
aglaspide,Insecte,arth,"xiphosure fossile",M1a1
aglène,Insecte,herb,"colydiidé,coléoptère",S3j1
aglie,Insecte,suc,"saturnidé,papillon",S3j1
aglossa,Insecte,suc,"tinéidé,papillon",S3j1
aglosse,Insecte,suc,"tinéidé,papillon",S3j1
agnostus,Insecte,arth,"trilobite fossile",M1a1
agreste,Insecte,suc,"satyridé,papillon",S3j1
agrile,Insecte,herb,"buprestidé,coléoptère",S3j1
agrion,Insecte,carn,"agrionidé,libellule petite",S3j1
agrionidé,Insecte,carn,"tel libellule,agrion",S3j1
agriote,Insecte,végé,"élatéridé,taupin",S3j1
agriotype,Insecte,suc,"ichneumon,hyménoptère",S3j1
agromyze,Insecte,sang,"muscidé,mouche",S3j1
agrotis,Insecte,suc,"noctuidé,papillon",S3j1
aiguillonnier,Insecte,végé,"cérambycidé,calamobius",S3j1
alaüs,Insecte,végé,"élatéridé,taupin",S3j1
albane,Insecte,végé,"cérambycidé,longicorne",S3j1
alcide,Insecte,suc,"curculionidé,charançon",S3j1
alciopidé,Insecte,ver,"annélide polychète",M1a1
aléochare,Insecte,herb,"staphylinidé,coléoptère",S3j1
aleurode,Insecte,sang,"aleurodidé,puceron",S3j1
aleurodidé,Insecte,sang,"tel mouche homoptère",S3j1
allante,Insecte,sang,"tenthrédinidé,mouche",S3j1
alléculidé,Insecte,herb,"cistélidé,coléoptère",S3j1
alloeocoele,Insecte,ver,turbellarié,M1a1
alloptes,Insecte,sang,"acarien actinotriche",S3j1
allotrie,Insecte,suc,"cynipidé,hyménoptère",S3j1
alophore,Insecte,sang,"tachinidé,mouche",S3j1
alphitobie,Insecte,herb,"ténébrionidé,coléoptère",S3j1
alsophila,Insecte,suc,"géométridé,phalène",S3j1
altise,Insecte,herb,"chrysomélidé,coléoptère",S3j1
alucite,Insecte,suc,"ptérophoridé,sitotrogue",S3j1
alyde,Insecte,sang,"coréidé,punaise",S3j1
alysie,Insecte,suc,"braconidé,hyménoptère",S3j1
amaryllis,Insecte,suc,"satyridé,papillon",S3j1
amaurobius,Insecte,carn,"amaurobiidé,araignée",S3j1
amblypyge,Insecte,carn,"tel proche araignée",S3j1
amidostome,Insecte,ver,"nématode parasite",M1a1
amiral,Insecte,suc,"nymphalidé,vanesse",S3j1
ammophile,Insecte,suc,"sphégidé,hyménoptère",S3j1
ammotréchidé,Insecte,carn,"tel arachnide solifuge",S3j1
ampharétidé,Insecte,ver,"annélide polychète",M1a1
amphicténidé,Insecte,ver,"annélide polychète",M1a1
amphidasis,Insecte,suc,"géométridé,papillon",S3j1
amphiline,Insecte,ver,"estode,parasite",M1a1
amphimalle,Insecte,suc,"scarabéidé,hanneton",S3j1
amphinome,Insecte,anné,"annélide,ver polychète",M1a1
amphinomidé,Insecte,anné,"tel amphinome,eurythoé",M1a1
amphipyre,Insecte,suc,"noctuidé,papillon",S3j1
amphistome,Insecte,ver,"trématode parasite",M1a1
amphitrite,Insecte,ver,"annélide polychète",M1a1
ampulex,Insecte,suc,"ampulicidé,hyménoptère",S3j1
anactinotriche,Insecte,sang,"tel acarien uropode",S3j1
analges,Insecte,sang,analgidé,S3j1
analgésidé,Insecte,sang,"tel analges",S3j1
analgidé,Insecte,sang,"tel analges",S3j1
anapère,Insecte,sang,"hippoboscidé,mouche",S3j1
anaspis,Insecte,herb,"mordellidé,coléoptère",S3j1
anax,Insecte,carn,"agrionidé,libellule",S3j1
ancylostome,Insecte,ver,"nématode parasite",M1a1
andrène,Insecte,suc,"apidé,abeille d sables",S3j1
androctonus,Insecte,carn,"scorpionidé,scorpion",S3j1
androphore,Insecte,herb,"phylloxéra ailé",S3j1
anergate,Insecte,suc,"formicidé,fourmi",S3j1
anguillule,Insecte,ver,"nématode saprophage",M1a1
anisoplie,Insecte,suc,"scarabéidé,scarabée",S3j1
anisoptère,Insecte,carn,"agrionidé,libellule",S3j1
anisoptéryx,Insecte,suc,"géométridé,phalène",S3j1
anisotome,Insecte,suc,silphidé,S3j1
ankylostome,Insecte,ver,"nématode parasite",M1a1
annelé,Insecte,ver,"à métamérie",M1a1
annélide,Insecte,ver,"ver annelé",M1a1
anobie,Insecte,suc,"anobiidé,vrillette",S3j1
anobiidé,Insecte,suc,"tel vrillette",S3j1
anomala,Insecte,suc,"scarabéidé,scarabée",S3j1
anomma,Insecte,sang,"dorylidé,fourmi Afr",S3j1
anophèle,Insecte,sang,"culicidé,moustique",S3j1
anophtalme,Insecte,carn,"carabidé,carabe",S3j1
anoploure,Insecte,sang,"tel pou,insecte ss aile",S3j1
antaxius,Insecte,végé,"locustidé,sauterelle",S3j1
antennate,Insecte,arth,arthropode,M1a1
anthaxie,Insecte,végé,"buprestidé,bupreste petit",S3j1
anthicidé,Insecte,suc,"tel notoxus coléoptère",S3j1
anthidie,Insecte,suc,abeille,S3j1
anthocaris,Insecte,suc,"piéridé,aurore,papillon",S3j1
anthocoris,Insecte,sang,"anthocoridé,punaise",S3j1
anthomyie,Insecte,sang,"muscidé,mouche diptère",S3j1
anthonome,Insecte,suc,"curculionidé,charançon",S3j1
anthophore,Insecte,suc,abeille,S3j1
anthrax,Insecte,sang,"bombylidé,mouche",S3j1
anthrène,Insecte,herb,"dermestidé,coléoptère",S3j1
anthribidé,Insecte,herb,"rynchophore,coléoptère",S3j1
aoûtat,Insecte,sang,"trombidion,larv acarien",S3j1
apanteles,Insecte,suc,"braconidé,hyménoptère",S3j1
apatura,Insecte,suc,"nymphalidé,papillon",S3j1
aphaniptère,Insecte,sang,"pulex,tel puce",S3j1
aphéline,Insecte,suc,"chalcididé,hyménoptère",S3j1
aphididé,Insecte,suc,"tel puceron homoptère",S3j1
aphidien,Insecte,sang,"tel chermésidé,aphididé",S3j1
aphidius,Insecte,suc,"ichneumonidé térébrant",S3j1
aphidoïde,Insecte,suc,"tel puceron homoptère",S3j1
aphis,Insecte,sang,"aphididé,puceron",S3j1
aphodius,Insecte,suc,"scarabéidé,scarabée",S3j1
aphritis,Insecte,sang,"sirphidé,diptère",S3j1
aphrode,Insecte,suc,"cercopidé,hémiptère",S3j1
aphrodite,Insecte,anné,"annélide,souris de mer",M1a1
aphroditidé,Insecte,ver,"tel aphrodite",M1a1
aphrophore,Insecte,suc,"cercopidé,homoptère",S3j1
aphtone,Insecte,végé,"chrysomélidé,altise",S3j1
apidé,Insecte,suc,"tel abeille,hyménoptère",S3j1
apion,Insecte,suc,"curculionidé,charançon",S3j1
apocrite,Insecte,suc,"tel aculéate,térébrant",S3j1
apode,Insecte,suc,"tel holothurie,abeille",S3j1
apodère,Insecte,suc,"curculionidé,charançon",S3j1
apollon,Insecte,suc,"papilionidé,parnassien",S3j1
aporia,Insecte,suc,"piéridé,piéride blanche",S3j1
aptérygote,Insecte,herb,"tel collembole insecte",S3j1
arachnide,Insecte,carn,"tel araignée,scorpion",S3j1
araignée,Insecte,carn,"arachnide,aranéide",S3j1
"araignée d'eau",Insecte,hydr,"hydromètre,hétéroptère",M1a1
aranéide,Insecte,carn,"tel araignée",S3j1
aranéidé,Insecte,carn,argéopidé,S3j1
aranéomorphe,Insecte,carn,"aranéide,tel araignée",S3j1
araschnia,Insecte,suc,"nymphalidé,vanesse",S3j1
archée,Insecte,carn,"archéidé,araignée",S3j1
archéidé,Insecte,carn,"tel archée,araignée",S3j1
archiannélide,Insecte,ver,"annélide polychète",M1a1
archiptère,Insecte,carn,"agrionidé,libellule",S3j1
arctia,Insecte,suc,"arctiidé,chelonia",S3j1
arctica,Insecte,suc,"arcticidé bivalve",S3j1
arcticidé,Insecte,suc,"tel arctica",S3j1
arctiidé,Insecte,suc,"tel écaille,papillon",S3j1
arcyptère,Insecte,végé,"acrididé,criquet grd",S3j1
arénicole,Insecte,ver,"annélide sédentaire",M1a1
arénicolidé,Insecte,ver,"tel arénicole",M1a1
argas,Insecte,sang,"argasidé,acarien",S3j1
argiope,Insecte,carn,"argiopidé,araignée",S3j1
argiopidé,Insecte,carn,"aranéidé,tel argiope",S3j1
argynne,Insecte,suc,"nymphalidé,papillon",S3j1
argyresthia,Insecte,suc,"tinéidé,teigne fruitier",S3j1
argyronète,Insecte,carn,"agénélidé,araignée",S3j1
argyroplocé,Insecte,suc,"tordeuse,olethreutes",S3j1
ariciidé,Insecte,anné,"tel annélide polychète",M1a1
arile,Insecte,sang,"réduviidé,punaise",S3j1
aromie,Insecte,végé,"cérambycidé,longicorne",S3j1
arpenteuse,Insecte,végé,"chenille de phalène",S3j1
arrangée,Insecte,suc,"noctuidé,papillon",S3j1
arthropleura,Insecte,arth,arthropode,M1a1
arthropode,Insecte,arth,"animal invertébré",M1a1
artison,Insecte,sang,"tel teigne,psoque",S3j1
artoison,Insecte,sang,"tel teigne,psoque",S3j1
artuson,Insecte,sang,"tel teigne,psoque",S3j1
ascaride,Insecte,ver,"nématode,ascaris",M1a1
ascaridé,Insecte,ver,"tel ascaris,ascaride",M1a1
ascaris,Insecte,ver,"nématode,ascaride",M1a1
asclère,Insecte,herb,"oedéméridé,coléoptère",S3j1
asemum,Insecte,végé,"cérambycidé,longicorne",S3j1
asile,Insecte,sang,"asilidé,mouche",S3j1
asilidé,Insecte,sang,"tel mouche grande taille",S3j1
asopia,Insecte,sang,"tinéidé,teigne farine",S3j1
aspidiotus,Insecte,suc,"coccidé,cochenille",S3j1
aspidogastre,Insecte,ver,"trématode parasite",M1a1
asticot,Insecte,ver,"ver de viande",M1a1
atéleste,Insecte,herb,"malachiidé,coléoptère",S3j1
ateuchus,Insecte,suc,"scarabéidé,scarabée",S3j1
athalie,Insecte,suc,"tenthrédinidé,mouche",S3j1
athérix,Insecte,sang,"leptidé,mouche",S3j1
athous,Insecte,végé,"élatéridé,taupin",S3j1
atlas,Insecte,suc,"saturnidé,papillon",S3j1
atomaria,Insecte,suc,cryptophagidé,S3j1
atrax,Insecte,carn,"diplutidé,araignée",S3j1
atropos,Insecte,suc,"sphingidé,psocoptère",S3j1
atta,Insecte,suc,"formicidé,fourmi",S3j1
attacus,Insecte,suc,"saturnidé,papillon",S3j1
attagène,Insecte,suc,dermestidé,S3j1
attélabe,Insecte,suc,"curculionidé,charançon",S3j1
atype,Insecte,carn,"atypidé,araignée,atypus",S3j1
atypus,Insecte,carn,"atypidé,araignée,atype",S3j1
auchénorhynque,Insecte,suc,"cicadidé homoptère",S3j1
aulax,Insecte,suc,"cynipidé,hyménoptère",S3j1
aurore,Insecte,suc,"piéridé,anthocaris",S3j1
azteca,Insecte,suc,"formicidé,fourmi",S3j1
azuré,Insecte,suc,"lycénidé,papillon",S3j1
babotte,Insecte,suc,"chenille de pyrale",S3j1
bacha,Insecte,sang,"syrphidé,moucheron",S3j1
bactériidé,Insecte,herb,"tel insecte ss ailes",S3j1
baëtis,Insecte,herb,"baëtidé,éphémère 1 aile",S3j1
balanin,Insecte,herb,"curculionidé,charançon",S3j1
balanoglosse,Insecte,ver,"stomocordé,ver marin",M1a1
ballus,Insecte,carn,"arachnide,araignée",S3j1
barban,Insecte,carn,"thysanoptère,thrips",S3j1
barbitiste,Insecte,suc,"phanéroptéridé,sauterel",S3j1
baris,Insecte,herb,"curculionidé,charançon",S3j1
bastiania,Insecte,ver,"nématode minuscule",M1a1
bathyphante,Insecte,carn,"arachnide,araignée brun",S3j1
batrisus,Insecte,herb,"psélaphidé,coléoptère",S3j1
bdellostome,Insecte,ver,"cyclostome mysinoïde",M1a1
belargus,Insecte,suc,"lycénidé,adonis",S3j1
belinurus,Insecte,carn,"arthropode xiphosus",S3j1
bélionote,Insecte,végé,"buprestidé,coléoptère",S3j1
belisarium,Insecte,carn,"scorpionidé,scorpion",S3j1
belle-dame,Insecte,suc,"nymphalidé,vanesse",S3j1
bellicositermes,Insecte,végé,"termitidé,termite",S3j1
belmonthia,Insecte,végé,"mécoptère fossile",S3j1
bélonogaster,Insecte,sang,"vespidé,guêpe",S3j1
bélostomatidé,Insecte,sang,"tel bélostome,punaise",S3j1
bélostome,Insecte,sang,"bélostomatidé,punaise",S3j1
bembécidé,Insecte,suc,"tel bembex",S3j1
bembex,Insecte,suc,"bembécidé,abeille solit",S3j1
bembidion,Insecte,carn,"carabidé,carabe",S3j1
béris,Insecte,sang,"stratiomyidé,mouche",S3j1
berne,Insecte,sang,"larve dermatobie",S3j1
bérytidé,Insecte,sang,"tel béryte hétéroptère",S3j1
"bête à bon Dieu",Insecte,herb,"coccinellidé,coccinelle",S3j1
béthyle,Insecte,suc,"béthylidé,hyménoptère",S3j1
bianor,Insecte,carn,"arachnide,araignée",S3j1
bibi,Insecte,ver,"marin phosphorescent",M1a1
bibion,Insecte,sang,"bibionidé,mouche",S3j1
bibionidé,Insecte,sang,"tel bibion nématocère",S3j1
bilharzia,Insecte,anné,"plathelminthe ver tréma",M1a1
bilharzie,Insecte,anné,"plathelminthe ver tréma",M1a1
biorhiza,Insecte,suc,"cynipidé,hyménoptère",S3j1
biston,Insecte,suc,"géométridé,phalène Eur",S3j1
bittacus,Insecte,végé,"bittacidé,mécoptère",S3j1
blabère,Insecte,suc,"blattidé,grde blatte",S3j1
blaniule,Insecte,sang,"myriapode aveugle",S3j1
blaps,Insecte,herb,"ténébrionidé,coléoptère",S3j1
blastophaga,Insecte,suc,"cynipidé,hyménoptère",S3j1
blatte,Insecte,suc,"blattidé nocturne",S3j1
blattidé,Insecte,suc,"orthoptère,tel blatte",S3j1
blattoptéroïde,Insecte,suc,"paurométabole,blatte",S3j1
bledius,Insecte,herb,"staphylinidé,coléoptère",S3j1
blennocampe,Insecte,suc,"tenthrédinidé,mouche",S3j1
blépharocère,Insecte,sang,"culicidé,moucheron",S3j1
blissus,Insecte,sang,"lygéidé,punaise",S3j1
boarmie,Insecte,suc,"géométridé,phalène",S3j1
bois-veiné,Insecte,suc,"notodontidé,papillon",S3j1
bolitobie,Insecte,herb,"staphylinidé,coléoptère",S3j1
bolitophage,Insecte,carn,"ténébrionidé,coléoptère",S3j1
bolitophile,Insecte,carn,"mycétophilidé,moucheron",S3j1
bombardier,Insecte,herb,"tel aptine,coléoptère",S3j1
bombidé,Insecte,suc,"apidé,tel bourdon",S3j1
bombycidé,Insecte,suc,"tel bombyx,papillon",S3j1
bombylidé,Insecte,sang,"tel anthrax mouche",S3j1
bombyx,Insecte,suc,"bombycidé,papillon",S3j1
bonellie,Insecte,ver,échiurien,M1a1
borboridé,Insecte,sang,"tel cypsèle,borborus",S3j1
borborus,Insecte,sang,"borboridé,mouche",S3j1
borée,Insecte,végé,"mécoptère,panorpidé",S3j1
borocère,Insecte,suc,"lasiocampidé,papillon",S3j1
bostryche,Insecte,herb,"scolytidé,scolyte",S3j1
bostrychidé,Insecte,herb,"tel bostryche",S3j1
bothriocéphale,Insecte,ver,"cestode intestinal",M1a1
bothriuridé,Insecte,carn,"scorpionidé,scorpion",S3j1
bothynodère,Insecte,herb,"curculionidé,charançon",S3j1
bourdon,Insecte,suc,"apidé,abeille",S3j1
bousier,Insecte,herb,"scarabéidé,épilissus",S3j1
brachycère,Insecte,sang,"diptère nématocère",S3j1
brachycerus,Insecte,herb,"curculionidé,charançon",S3j1
brachyderes,Insecte,herb,"curculionidé,charançon",S3j1
brachymyrmex,Insecte,suc,"formicidé,fourmi",S3j1
brachyne,Insecte,carn,"carabidé,carabe",S3j1
brachyptère,Insecte,herb,"nitidiludé,coléoptère",S3j1
brachytarse,Insecte,herb,"anthribidé,coléoptère",S3j1
braconidé,Insecte,suc,"tel aphidius,hyménoptèr",S3j1
branchellion,Insecte,sang,"hirudinée,sangsue",S3j1
branchiobdelle,Insecte,sang,"hirudinée,sangsue",S3j1
branchiomma,Insecte,ver,"annélide oligocète",M1a1
brassicaire,Insecte,suc,"piéridé,papillon d chou",S3j1
brassolis,Insecte,suc,"nymphalidé,papillon",S3j1
braule,Insecte,sang,"braulidé,mouche pupipar",S3j1
brenthe,Insecte,herb,"brenthidé,coléoptère",S3j1
brenthidé,Insecte,herb,"tel brenthe",S3j1
bronteus,Insecte,arth,trilobite,M1a1
bruche,Insecte,herb,"bruchidé,laria",S3j1
bryobia,Insecte,sang,"tétranychidé,acarien",S3j1
bryophile,Insecte,suc,"noctuidé,papillon",S3j1
bubas,Insecte,herb,"scarabéidé,bousier noir",S3j1
bupreste,Insecte,végé,"buprestidé,enfle-boeuf",S3j1
buprestidé,Insecte,herb,"tel bupreste,richard",S3j1
buthidé,Insecte,carn,"scorpionidé,scorpion",S3j1
buthus,Insecte,carn,"scorpionidé,scorpion",S3j1
butineuse,Insecte,suc,"abeille q butine",S3j1
buveuse,Insecte,suc,"lasiocampidé,cosmotrich",S3j1
byctiscus,Insecte,herb,"curculionidé,charançon",S3j1
byrrhidé,Insecte,herb,"tel byture",S3j1
byture,Insecte,herb,"byturidé,coléoptère",S3j1
cabère,Insecte,suc,"géométridé,phalène",S3j1
cacoecia,Insecte,suc,"tortricidé,papillon",S3j1
caecilius,Insecte,végé,"psocoptère de pin",S3j1
caenoptera,Insecte,végé,"cérambycidé,longicorne",S3j1
cafard,Insecte,suc,"blattidé,cancrelat",S3j1
calamobius,Insecte,végé,"cérambycidé,aiguillonni",S3j1
calandre,Insecte,herb,"curculionidé,charançon",S3j1
calathus,Insecte,carn,"carabidé,carabe",S3j1
caligo,Insecte,suc,"nymphalidé,papillon",S3j1
caliroa,Insecte,suc,"tenthrédinidé hyménoptè",S3j1
callichrome,Insecte,végé,"cérambycidé,capricorne",S3j1
callicnémis,Insecte,herb,"scarabéidé,scarabée",S3j1
callidie,Insecte,végé,"cérambycidé,longicorne",S3j1
callidryade,Insecte,suc,"piéridé,papillon",S3j1
callimorphe,Insecte,suc,"callimorphidé,papillon",S3j1
calliphore,Insecte,sang,"calliphoridé,mouche",S3j1
calliphoridé,Insecte,sang,"tel calliphore,lucilie",S3j1
calliptamus,Insecte,herb,"catantopidé,criquet",S3j1
calliste,Insecte,carn,"carabidé,carabe",S3j1
calocoris,Insecte,sang,"hétéroptère,punaise",S3j1
caloptenus,Insecte,herb,"calantopidé,criquet",S3j1
caloptérix,Insecte,carn,"agrionidé,libellule",S3j1
calosome,Insecte,carn,"carabidé,carabe",S3j1
calotermes,Insecte,végé,"termitidé,termite",S3j1
calymène,Insecte,arth,"trilobite fossile",M1a1
campode,Insecte,carn,"compodéidé,diploure",S3j1
campodéidé,Insecte,carn,"tel diploure",S3j1
camponote,Insecte,suc,"formicidé,fourmi",S3j1
cancrelat,Insecte,suc,"blattidé,blatte,cafard",S3j1
cantharide,Insecte,herb,"méloïdé,coléoptère vert",S3j1
cantharis,Insecte,herb,"téléphoridé,coléoptère",S3j1
capitelle,Insecte,ver,"ver,annélide polychète",M1a1
capnode,Insecte,végé,"buprestidé,coléoptère",S3j1
capnodis,Insecte,végé,"buprestidé,coléoptère",S3j1
caponidé,Insecte,carn,"tel araignée haplogyne",S3j1
capricorne,Insecte,végé,"cérambycidé,longicorne",S3j1
capsidé,Insecte,sang,"tel capsus,punaise",S3j1
capsus,Insecte,sang,"capsidé,punaise",S3j1
carabe,Insecte,carn,"carabidé,coléoptère",S3j1
carabidé,Insecte,carn,"tel carabe,coléoptère",S3j1
carabique,Insecte,carn,"carabidé,coléoptère",S3j1
caraboïde,Insecte,carn,"carabidé,coléoptère",S3j1
carausius,Insecte,suc,chéleutoptère,S3j1
cardiocondyle,Insecte,suc,"formicidé,fourmi",S3j1
cardiophore,Insecte,végé,"élatéridé,taupin",S3j1
carpocapse,Insecte,suc,"tortricidé,pyrale",S3j1
carpophile,Insecte,herb,"nitidulidé,coléoptère",S3j1
cartallum,Insecte,végé,"cérambycidé,longicorne",S3j1
carterus,Insecte,carn,"carabidé,carabe",S3j1
caryobore,Insecte,herb,"bruchidé,coléoptère",S3j1
caset,Insecte,suc,"larve de phrygane",S3j1
casside,Insecte,végé,"chrysomélidé,coléoptère",S3j1
castnie,Insecte,suc,"castnidé,papillon",S3j1
cataclyste,Insecte,suc,"pyralidé,papillon",S3j1
catharsius,Insecte,herb,"scarabéidé,bousier noir",S3j1
cathartus,Insecte,herb,"cucujidé,silvanus",S3j1
catocale,Insecte,suc,"noctuidé,lichébée",S3j1
catopidé,Insecte,herb,"tel catops coléoptère",S3j1
catops,Insecte,herb,"catopidé,coléoptère",S3j1
catoxanthe,Insecte,végé,"buprestidé,coléoptère",S3j1
cébrion,Insecte,herb,"cébrionidé,coléoptère",S3j1
cébrionidé,Insecte,herb,"tel cébrion,coléoptère",S3j1
cécidomyidé,Insecte,sang,"tel cécidomyie",S3j1
cécidomyie,Insecte,sang,"cécidomyidé,moucheron",S3j1
célonite,Insecte,suc,"masaridé,hyménoptère",S3j1
célope,Insecte,sang,"coelopidé,mouche",S3j1
centrote,Insecte,suc,"membracidé,homoptère",S3j1
centrure,Insecte,carn,"buthidé,scorpion",S3j1
cénure,Insecte,ver,"larve de cysticerque",M1a1
céphalobénidé,Insecte,carn,"tel linguatule",S3j1
céphalopine,Insecte,sang,"oestridé,mouche",S3j1
cèphe,Insecte,suc,"céphidé hyménoptère",S3j1
céphénémyie,Insecte,sang,"oestridé,mouche",S3j1
cepheus,Insecte,sang,"céphéidé,acarien oribat",S3j1
cérambycidé,Insecte,végé,"tel capricorne",S3j1
cérambyx,Insecte,végé,"cérambycidé,longicorne",S3j1
cératine,Insecte,suc,"apidé,abeille",S3j1
cératite,Insecte,sang,"trypétidé,mouche",S3j1
ceratophyllus,Insecte,sang,"pulicidé,puce d'animaux",S3j1
cératopogon,Insecte,sang,"cératopogonidé,mouchero",S3j1
cératopogonidé,Insecte,sang,"tel cératopogon",S3j1
cératotriche,Insecte,carn,arthropode,S3j1
cercéris,Insecte,sang,"sphégidé,guêpe",S3j1
cercope,Insecte,suc,"cercopidé,cigale",S3j1
cercopidé,Insecte,suc,"tel cercope,cigale",S3j1
cercyon,Insecte,herb,"hydrophilidé,coléoptère",S3j1
cérébratule,Insecte,ver,"némertien,ver plat",M1a1
cerf-volant,Insecte,végé,"lucanidé,lucane",S3j1
cérocome,Insecte,herb,"méloïdé,coléoptère",S3j1
céropale,Insecte,suc,"pompilidé,hyménoptère",S3j1
céroplaste,Insecte,suc,"coccidé,cochenille",S3j1
cérostome,Insecte,suc,"plutellidé,papillon",S3j1
ceruchus,Insecte,végé,"lucanidé,lucane noir",S3j1
cérure,Insecte,suc,"céruridé,papillon",S3j1
céruridé,Insecte,suc,"noctuidé,papillon",S3j1
cestodaire,Insecte,ver,plathelminthe,M1a1
cestode,Insecte,ver,"plathelminthe tel ténia",M1a1
cétoine,Insecte,herb,"scarabéidé,coléoptère",S3j1
ceutohorhynque,Insecte,herb,"curculionidé,charançon",S3j1
ceutorynque,Insecte,herb,"curculionidé,charançon",S3j1
chactidé,Insecte,carn,"tel scorpion",S3j1
chaetocnema,Insecte,végé,"chrysomélidé,altise petite",S3j1
chaitophorinus,Insecte,sang,"chaitophoridé,puceron",S3j1
chalcididé,Insecte,suc,"tel chalcis hyménoptère",S3j1
chalcidien,Insecte,suc,"tel chalcis hyménoptère",S3j1
chalcis,Insecte,sang,"chalcididé,térébrant",S3j1
chalcoïde,Insecte,végé,"chrysomélidé,altise",S3j1
chalcophore,Insecte,végé,"buprestidé,coléoptère",S3j1
chalcosome,Insecte,herb,"scarabéidé,scarabée",S3j1
chalicodome,Insecte,suc,"apidé,abeille",S3j1
charaeas,Insecte,suc,"noctuidé,papillon",S3j1
charançon,Insecte,herb,"curculionidé,coléoptère",S3j1
charaxes,Insecte,suc,"nymphalidé,papillon",S3j1
charontidé,Insecte,carn,"ampblypyge,arachnide",S3j1
chartergue,Insecte,suc,"vespidé,guêpe soc",S3j1
cheilosie,Insecte,sang,"syrphidé,mouche",S3j1
cheimatobie,Insecte,suc,"géométridé,phalène",S3j1
chéleutoptère,Insecte,suc,"orthoptéroïde,phasme",S3j1
chélicérate,Insecte,carn,arthropode,S3j1
chélifère,Insecte,carn,"chernète,pseudoscorpion",S3j1
chélone,Insecte,suc,"braconidé hyménoptère",S3j1
chelonia,Insecte,suc,"arctiidé,arctia",S3j1
chéloniellon,Insecte,carn,"arthropode fossile",S3j1
chenille,Insecte,suc,"larve de lépidoptère",S3j1
cherfaix,Insecte,suc,"larve de phrygane",S3j1
chermes,Insecte,sang,"chermésidé,puceron",S3j1
chermès,Insecte,sang,"chermésidé,puceron",S3j1
chermésidé,Insecte,sang,"tel chermès",S3j1
chernète,Insecte,carn,"arthropode,arachnide",S3j1
chétopode,Insecte,ver,"annélide polychète",M1a1
chétoptère,Insecte,ver,"annélide polychète",M1a1
chevrette,Insecte,herb,"lucanidé,coléoptère",S3j1
cheylète,Insecte,sang,"cheylétidé,acarien",S3j1
chilo,Insecte,suc,"pyralidé,papillon",S3j1
chilocore,Insecte,herb,"coccinellidé,coccinelle",S3j1
chilopode,Insecte,carn,myriapode,S3j1
chimonius,Insecte,carn,"très pt arachnide",S3j1
chionaspis,Insecte,suc,"diaspidiné homoptère",S3j1
chionée,Insecte,suc,"tipulidé,tipule ss aile",S3j1
chique,Insecte,sang,"pulicidé,puce",S3j1
